DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
22-05-17,West Kenya,Bungoma,FLOODS IN MT. ELGON,Floods,Mt Elgon,0,0,0,0,0,0,"James (0710908681) reported flood in Mt. Elgon at Kaptenga, Kapunda, Kasmende and Kapsokwony areas after heavy downpour. River Terem, River Kamukuiywa and River Rwahaha water level rose high and most bridges were overtopped by water and also most murram roads washed away by flood water. Bungoma RCAT will share a report after conducting assessment in the affected areas.",Assesment by the KRCS ,0
16-04-16,Coast,Mombasa,FLOODS IN MOMBASA ,Floods,Mombasa,0,2,0,0,1,0,"KRCS Mombasa reported most affected areas include Likoni, Mtongwe, Magongo, Wayani, Migadini and other parts of Jomvu Constituency, KRCS team is also carrying out an assessment at Kisauni Constituency where families in Mishomoroni, Barsheba, Mwandoni, Mtopanga and Bamburi are experiencing the same problem. In Bondeni 2 people were injured and 1 died after they were electrocuted while trying to unclog a drainage in the area. (Brief: 2 injuries; 1 fatality)",KRCS MOMBASA,0
02-05-17,West Kenya,Vihiga,"FLOODS IN MARAGOLI NORTH, VIHIGA COUNTY",Floods,"MARAGOLI NORTH, VIHIGA COUNTY",0,0,0,0,0,farmland,"Muresia (0714325404) reported floods in Maragoli North at Kithama Sub Location Kisangula village, the farms in the area were submerged and several crops destroyed. KRCS team to conduct assessment in the area. ",Vihiga ,0
25-04-12,Lower Eastern,None,FLOODS IN NGANGALIA LUKENYA ,Floods,NGANGALIA LUKENYA ,4,0,0,0,0,-,4 PEOPLE MAROONED ON A ROOFTOP AFTRE THERE HOUSE FLOODED WITH WATER,E.O.C,0
05-07-17,North Rift,Baringo,FLASH FLOODS AT CHEMOLINGOT,Floods,River Nginyang ,0,0,0,1,0,0,"Langat KRCS Coordinator reported a man was swept away by raging waters while crossing a stream feeding River Nginyang at 0841hrs, KRCS team and local community members conducting SAR for the missing man",0,0
01-12-15,Lower Eastern,Garissa,FLOODING INCIDENT IN GARISSA COUNTY ,Floods," Banane, Modagashe, and Gurufa villages Garissa ",0,0,0,0,0,3500 households have been affected,"At 1200hrs Jillo (KRCS County Manager) reported flooding incidents in Garissa County. Following heavy rainfall experienced in the highland areas of Meru, flash floods affected; Banane, Modagashe, and Gurufa villages after River Togweyne broke its banks. Approximately 3500 households have been affected. KRCS Teams, officials from both County and National Governments are currently carrying out assessments in the affected areas. (Brief; 3500HHs) ",KRCS garissa,0
08-05-16,Central,Kiambu,FLOODS INCIDENT AT RUIRU IN KIAMBU COUNTY,Floods,RUIRU IN KIAMBU COUNTY,0,0,0,0,0,30 Hh,"Floods incident was reported @2149 hrs. By Doctor Mugambi (0720966396) in Victoria Court, Membly area Ruiri near Clay works.EOC activated Kiambu fire brigade to go and rescue people who were marooned in their houses. Approximately 30Hhs were affected.",E.O.C,0
19-11-15,North Rift,None,"TURKANA FLOODS INCIDENT IN KAKUMA, TURKANA COU",Floods,Turkana,2,0,0,0,0,0,Heavy rainfall was experienced in parts of Turkana County including Kakuma and Lodwar. The rains resulted in floods that swept away a lorry as it crossed a seasonal stream. No injuries were reported. In another incident River Kawalase flooded cutting off transport along Lodwar-Kakuma road. The water later drainined allowing for normal operations to resume along the road. ,0,0
03-12-15,North Eastern,Wajir,FLOODS INCIDENT IN WAJIR COUNTY,Floods,Wajir,0,0,0,0,0,80HHs,"At 0800hrs Ahmed (Wajir County) reported of a case caused by heavy floods in Wajir County. The entire Wajir County has received an increase in the amounts of rainfall in the last 48 hours. An elderly female person was reported to have been swept away by the raging water while she was attempting to cross, Search and recovery efforts are currently ongoing. In Malala village approximately 80 families have been affected. Plans of distribution are underway.",KRCS wajir,0
12-05-13,West Kenya,None,FLOODS INCIDENT IN NYANDO,Floods,NYANDO,0,0,0,0,0,-,"At 0702hrs, Francis (0717 161 439) called EOC to report a floods incident in Nyando after River Nyando burst its banks and flooded into residential houses trapping several families in their houses. Most families woke up to floods in their houses and may need assistance to evacuate to safer grounds. Among the areas affected so far include;
Muhoroni District: Areas affected include Obeyi, Achuodho, and Chemelil
Nyando District:  Areas affected include Wawidhi, Kakola, and Ombaka
Kisumu East District: Areas affected include Kolowa central in Kadipo and Ogenya.
Roads have been cut off in these areas. There are also unconfirmed reports of livestock swept away by the raging floods. Flood water flowing downstream with strong currents. No reports of casualties so far. Assessment of the extent of damage to be done once the flood water subsides. 
",-,0
25-04-12,Lower Eastern,None,FLOODS IN KAMARU RUAI ,Floods,KAMARU RUAI ,6,0,0,0,0,-,6 PEOPLE MAROONED ON THE ROOFTOP FOLLOWING HEAVY RAINFALL THAT CAUSED RIVER ATHI TO BURST ITS BANKS,E.O.C,0
23-04-19,Nairobi,Nairobi,FLASH FLOODS INCIDENT IN KATWEKERA IN KIBERA,Floods,Katwekera in Kibera,0,0,1,0,2,0,"At 1704hrs, Esther KLB reported to E.O.C of a flash flood incident in Katwekera in Kibera
following heavy downpour experienced yesterday in the evening. The flood swept away and
drowned a mother with her two kids. The bodies of the diseased were retrieved at the Nairobi
dam inlet near Jonathan Ngeno estate area.The mother was rescuscitated successfully. The bodies of the deceased were taken to Nairobi
city mortuary by the Kenya police.
Assessment conducted by
KRCS Karen Langata Branch established that approximately 119 houses were marooned by flash
floods. KRCS KLB will give out NFI’s to the affected families.",,119
08-12-15,North Eastern,Marsabit,FLOODS INCIDENT IN  MARSABIT COUNTY,Floods,Marsabit,0,0,0,0,1,316 households affected,"At 0820hrs Talaso (KRCS Marsabit) reported of incidents brought about by heavy rainfall in Marsabit County. Heavy rains pounded most parts of the County with North Horr and Moyale registering the highest amounts of rainfall. The rains were accompanied by strong winds, property of unknown value was damaged, roofs and structures were also blown off,  A team has been set to conduct an assessment in the areaand they found that the villages that were most affected include Lopur;316 households affected,Kapkor;70 and in Kakirega 77 households were affected. A total of 426 families were directly affected. Bofchaba area which is a few kilometers from Marsabit Town,33 households were reported to have been affeccted. a 10 year old boy drowned in Arojaika dam, his body was retrieved in the afternoon. (Brief; 33HHs; 1 fatality)",KRCS Marsabit,0
04-01-18,Coast,Mombasa,ELECTRIC POLE FALL AT HUSSEIN MASJID MOMBASA COUNT,Floods,HUSSEIN MASJID MOMBASA COUNTY,0,0,0,0,0,0,E.O.C via social media at 1800hrs captured a report of an electric pole that fell down with cables blocking the entire road at Hussein Masjid junction near the Bohra Mosque. No one was injured but there was heavy traffic jam in the area.,,0
26-11-18,Coast,Tana River,FLASH FLOODS AT BURA IN TANA RIVER COUNTY,Floods,Bura,0,0,0,0,0,0,"At 1807hrs, Bombe  (KRCS) reported to E.O.C of Flash floods at Bura in Tana River County.    Following heavy downpour flash floods occurred and has  affected at least  25 households. Some of the residents who were affected by the floods  have integrated with other relatives and friends. Other villagers affected were the Manyatta, Bulasukela and Bula lami.  RCAT team to conduct an assessment to establish the extent of the damage",,0
11-01-18,West Kenya,Homa Bay,FLOODS AT RABUORO IN KISUMU COUNTY,Floods,FLOODS IN HOMABAY COUNTY,0,0,0,0,0,6 HHs affected. ,"At around 0930hrs, Caleb via 0719472104 reported floods in Kanam Area in Homabay County. Strong winds attached with heavy down pour have displaced several families and destroyed property of unknown value in the area. Rapid assessment is underway in facilitation of Homabay  KRCS Team. ",,0
17-11-15,Coast,None,FLOODS INCIDENT IN KILIFI COUNTY,Floods,Milore village ,0,0,70,0,0,55HH affected and 250 acres ,"Hassan Musa (KRSC County Manger) reported a floods incident in Milore village at 1000hrs, Kilifi County. River Milore broke its bank and caused flooding in Milore village, 50HHs were affected and 5HHs were displaced .Approximately 250 acres of land was destroyed by the heavy rains. Seventy people were marooned in the same.KRSC Malindi conducted a distribution today",KRSC Malindi ,0
19-05-16,Nairobi,Nairobi,FLOODS INCIDENT IN NAIROBI ,Floods,Nairobi,0,0,0,0,2,0,"E.O.C via mass media @ 1127 hrs captured reports of an incident in which two pupils were swept away by floods at Kangemi early in the morning on their way to school. One body of the children has been retrieved (Brief: 2 fatalities; )
",KRCS Nairobi branch,0
18-11-15,West Kenya,None,"FLOOD INCIDENT IN NYATIKE, MIGORI COUNTY",Floods,Nyatike,0,0,0,0,0,0,"KRCS Migori CM reported floods after R. Kuja burst its bank affecting Angugo 18HH and Nyora 35HH at 0706Hrs, efforts on evacuating the affected to move to higher grounds was futile since the residents did not take the warning serious. Inter-agency response teams to visit the site today for assessment and emergency evacuating.",0,0
27-04-15,West Kenya,None,"	FLASH FLOODS IN LUANDA,MIGORI COUNTY",Floods,LUANDA MIGORI COUNTY,0,0,0,0,0,0,"At 1420hrs John Roche reported flash floods in Migori County at Nyatike, Kabuto, Sori and Nyora areas of Luanda. The floods were due to the heavy downpour causing the water levels in river Kuja and Migori to rise beyond their thresh hold. Further flooding is anticipated, alerts have been issued to the residents to move to higher areas. Assessment is ongoing.",0,0
29-03-15,West Kenya,None,"LIGHT FLASH FLOODS AT GWASI, HOMA BAY COUNTY",Floods,"GWASI, HOMA BAY COUNTY",0,0,0,0,0,7 houses destroyed and 3 cattle killed.,"At 1034hrs, Roche (Homa bay County Manager) reported light flash floods that occurred in Gwasi Homa Bay County. The county manager reported; 7 houses were swept away and 3 cattle killed. No injuries were reported. (Brief: 7 houses destroyed and 3 cattle killed)",0,0
29-10-18,Coast,Mombasa,FLASH FLOODS IN MOMBASA COUNTY,Floods,IN MOMBASA COUNTY,0,0,0,0,0,"Mwamlai wall opposite NYS Miritini collapsed, Rabai Ndogo foot bridge was also swept away by flash floods","Several cases of flash floods incidents were reported in different parts of Mombasa County following heavy rains experienced in the region. During the reporting period the following structural damages were reported; Mwamlai wall opposite NYS Miritini collapsed, Rabai Ndogo foot bridge was also swept away by flash floods. Furthermore, two houses collapsed in Maganda area displacing eight households and 3 houses in Jitoni were swept away by raging waters.  No injuries were reported in all the incidents.",,11
22-10-15,North Eastern,None,FLOODS IN ELWAK AND MANDERA,Floods,ELWAK AND MANDERA TOWN,0,0,0,0,1,1242HH ,"floods in Elwak and Mandera town after heavy down pour in the County due to poor drainage that affected almost 1242HH, school going children and those in informal Islamic schools, most shallow wells also have impounded dirty water with possibility of water borne disease outbreak and increased mosquito infestation. A female child at Kamor village in Mandera town drowned in the laga flowing large volume of water and a donkey also died after a semi-permanent house collapsed on it. KRCS Mandera will carry out assessment and share the report. ",Mandera,0
08-04-13,West Kenya,None,FLASH FLOODS IN NYANDO ,Floods,NYANDO ,0,0,0,0,0,-,"At 0254Hrs flash floods were reported to have hit Ayweyo location in Nyando district from midnight. Kisumu /Katito area was reported impassable by then, after River awach rae broken its banks. Evacuation exercise for disaster victims on going to safer grounds, assessment to be carried upon accessibility ",-,0
12-01-18,South Rift,Narok,FLOODING INCIDENT IN MAROK COUNTY,Floods,IN NAROK COUNTY,0,0,0,0,0,0,Elli (0726948137) reported to E.O.C at 2033hrs of a flooding incident in Narok town due to heavy rainfall. The flooding incident did not cause any damage and no casualties reported.,,0
27-04-12,Lower Eastern,None,FLOODS IN KAWANGWARE,Floods,Naivasha road Kawangware,0,0,0,0,0,affecting 50HH around Muslim ,Flood alert was reported from Kawangware at 1851Hrs along Naivasha road of a busted sewage that caused flood in the area affecting 50HH around Muslim areas as was reported by Karen Langata branch and informed the E.O.C that repairs were being done by NCC and no casualties were reported.,-,0
27-04-12,Lower Eastern,None,FLOODS IN KIBERA ,Floods,Kibera Katwikera and Lindi villages ,0,0,0,0,0,97 houses were submerged in Soweto Kianda in Kibera. ,"Beatrice (0723029175) reported floods in Kibera AT 1851Hrs, where Katwikera and Lindi villages were affected at line Saba location. Where by 97 houses were submerged in Soweto Kianda in Kibera. Assessment was done by Karen Langáta branch assisted by the local administration.",-,0
01-06-15,Coast,None,"FLOODS INCIDENT IN DIANI, KWALE COUNTY",Floods,"DIANI, KWALE COUNTY",0,0,0,0,0,24HH,"At 1000hrs, Mwanaisha (KRCS Kwale County) reported floods incident following heavy down pour at Jogoo and Ibiza villages in Diani Kwale County, local community members had moved to safe areas. Assessment was done by KRCS team together with County government, 6 households were affected in Jogoo village and 10 households affected in Ibiza village. No casualty reported. (Brief 16HH)",KRCS team ,0
26-11-15,Coast,None,FLOODS IN MOMBASA COUNTY,Floods,Bombolulu and Kongowea in Mombasa County,0,0,0,0,0,3 Households,"At 0830hrs, Rajab (KRCS) Mombasa reported cases that were as a result of heavy rainfall from last evening and into early morning today. Two households were displaced in Bombolulu after their houses were extensively damaged in the rains. In Kongowea 1 household was affected .KRCS Mombasa branch distributed NFI’s to the affected families in Bombolulu.Two new cases of cholera have been reported in Bangladesh and Likoni areas. (Brief; 3 HHs)", KRCS Mombasa,0
04-05-16,Coast,Tana River,FLOODS IN TANA DELTA ,Floods,TANA DELTA ,0,0,0,0,0,268Hh,"E.O.C received information of floods in Tana Delta at 0850Hrs, several villages were affected after River Tana Burst banks mainly in Baomo, Afeji, Korlabe A, Korlabe B, Korlabe C, Eskadek, Tawakal, Kiembeni and Kampole.
In Kiembeni 170HH were affected (100HH are farmers who had planted maize, watermelon and greengrams each HH have 2 acres of farmland) while in Tawakal 98HH affected (64HH are farmers and each HH have 2 acres of farmland and had planted Maize, Cowpeas and greengrams. (Brief: 9 Villages)
",KRCS  Tana,0
23-04-15,West Kenya,None,"	FLASH FLOODS IN NYATIKE SUB COUNTY, MIGORI COU",Floods,NYATIKE SUB COUNTY MIGORI ,0,0,0,0,0,40HH ,"KRCS Migori County Manager reported flash floods at Rakieny and Tito in Muhuru Division Nyatike Sub County within Migori County at 1822Hrs, approximately 40HH reported to have been marooned. KRCS response team will carry out an assessment in the areas affected and share the report.   (Brief: 40HH)","	KRCS Migori",0
